"","game_id","game_date","team","FGA_2","FGM_2","FGA_3","FGM_3","FTA","FTM","AST","BLK","STL","TOV","TOV_team","DREB","OREB","F_tech","F_personal","team_score","opponent_team_score","largest_lead","notD1_incomplete","OT_length_min_tot","rest_days","attendance","tz_dif_H_E","prev_game_dist","home_away","home_away_NS","travel_dist"
"1678","game_2022_839","2021-11-24","radford_highlanders","45","29","25","7","17","16","26","2","11","13","1","30","16","0","15","95","39","58","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"1679","game_2022_840","2021-11-24","coker_cobras","37","11","22","5","23","14","8","4","8","16","0","28","16","0","18","51","44","11","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1680","game_2022_840","2021-11-24","winthrop_eagles","46","16","12","2","15","6","9","1","9","20","0","31","15","0","22","44","51","5","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"1681","game_2022_841","2021-11-24","san_jose_state_spartans","42","17","12","5","19","13","13","1","7","16","1","30","12","0","14","62","49","15","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"1682","game_2022_841","2021-11-24","academy_of_art_urban_knights","36","18","22","3","9","4","11","9","7","15","2","22","11","0","17","49","62","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1683","game_2022_842","2021-11-24","fisher_college_eagles","37","11","15","2","12","10","5","1","4","31","2","18","8","0","13","38","117","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1684","game_2022_842","2021-11-24","bryant_bulldogs","59","39","27","9","17","12","32","4","20","10","0","31","23","0","11","117","38","81","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"1685","game_2022_843","2021-11-24","washington_adventist_shock","35","10","6","2","17","8","10","4","2","40","0","33","14","0","17","34","73","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1686","game_2022_843","2021-11-24","morgan_state_lady_bears","64","25","25","4","17","11","16","8","30","11","0","18","31","0","16","73","34","45","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"1687","game_2022_844","2021-11-24","loyola_chicago_ramblers","35","23","33","15","8","5","26","6","4","15","0","32","16","0","8","96","61","37","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"1688","game_2022_844","2021-11-24","st_francis_il_fighting_saints","36","16","19","8","7","5","11","1","9","13","0","17","1","0","11","61","96","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1689","game_2022_845","2021-11-24","centenary_la_gentlemen","51","16","13","3","23","12","9","2","9","18","1","19","15","0","18","53","91","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"1690","game_2022_845","2021-11-24","mcneese_cowgirls","43","21","39","11","19","16","21","6","11","19","0","33","32","0","23","91","53","40","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"1795","game_2022_898","2021-11-26","alcorn_state_lady_braves","29","5","26","9","23","12","10","4","7","24","0","20","9","1","23","49","90","0","TRUE",NA,NA,"1381","0","496","away","-1","873"
"1796","game_2022_898","2021-11-26","wichita_state_shockers","56","29","12","4","24","20","19","5","10","22","0","38","17","1","21","90","49","45","FALSE",NA,"3","1381","0","0","home","1","0"
"2013","game_2022_1007","2021-11-27","winthrop_eagles","32","11","27","3","21","14","7","3","4","13","0","28","15","0","15","45","65","2","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2014","game_2022_1007","2021-11-27","unc_pembroke_braves","40","19","18","6","13","9","17","1","5","12","2","35","7","0","18","65","45","20","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2067","game_2022_1034","2021-11-28","life_university_running_eagles","47","18","13","3","23","14","8","3","3","17","1","33","13","0","18","59","72","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2068","game_2022_1034","2021-11-28","lipscomb_bisons","40","17","31","9","18","11","14","8","5","10","0","29","17","0","22","72","59","26","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"2121","game_2022_1061","2021-11-28","portland_pilots","54","27","33","10","18","13","25","2","18","10","2","33","25","0","16","97","49","50","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"2122","game_2022_1061","2021-11-28","evergreen_state_geoducks","47","18","10","3","12","4","15","4","6","25","1","27","9","0","14","49","97","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2131","game_2022_1066","2021-11-28","st_bonaventure_bonnies","40","17","34","12","17","11","16","6","7","9","0","30","18","0","13","81","49","33","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"2132","game_2022_1066","2021-11-28","clarion_golden_eagles","31","14","22","5","12","6","6","2","5","19","1","27","8","0","15","49","81","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2145","game_2022_1073","2021-11-28","millersville_marauders","35","11","10","2","13","11","9","0","7","28","0","20","12","1","24","39","74","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2146","game_2022_1073","2021-11-28","maryland_eastern_shore_hawks","42","22","11","3","26","21","15","4","10","16","1","23","11","0","17","74","39","45","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"2153","game_2022_1077","2021-11-28","mars_hill_mountain_lions","27","10","15","5","7","5","6","2","6","31","1","14","5","0","15","40","102","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2154","game_2022_1077","2021-11-28","south_carolina_upstate_spartans","50","36","18","7","12","9","24","3","19","11","0","21","12","0","11","102","40","62","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"2179","game_2022_1090","2021-11-29","north_alabama_lions","25","10","32","12","9","6","16","4","6","20","0","21","15","0","17","62","71","2","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"2180","game_2022_1090","2021-11-29","freed_hardeman_lions","47","25","11","4","15","9","11","2","10","13","2","22","10","0","11","71","62","10","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2183","game_2022_1092","2021-11-29","mars_hill_mountain_lions","30","13","22","6","9","7","11","0","4","21","3","18","11","0","10","51","70","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2184","game_2022_1092","2021-11-29","western_carolina_catamounts","47","23","16","6","8","6","15","1","6","17","2","22","16","0","15","70","51","20","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2203","game_2022_1102","2021-11-29","arkansas_baptist_buffaloes","40","8","13","3","7","2","6","0","6","27","0","22","2","0","12","27","96","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2204","game_2022_1102","2021-11-29","arkansas_pine_bluff_golden_lions","62","35","20","6","11","8","28","8","17","14","0","43","20","0","12","96","27","69","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2207","game_2022_1104","2021-11-29","arlington_baptist_patriots","40","9","11","1","4","2","6","0","6","31","3","19","6","0","10","23","93","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2208","game_2022_1104","2021-11-29","texas_state_bobcats","69","39","14","3","10","6","27","4","25","15","0","37","23","0","11","93","23","70","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"2231","game_2022_1116","2021-11-30","warner_pacific_knights","34","20","18","2","5","3","10","0","8","39","2","30","12","0","12","49","70","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2232","game_2022_1116","2021-11-30","portland_pilots","39","20","36","8","10","6","21","1","27","18","0","19","19","0","16","70","49","31","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2253","game_2022_1127","2021-11-30","young_harris_college_mountain_lions","40","18","14","5","12","7","11","1","3","18","0","27","4","0","17","58","91","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2254","game_2022_1127","2021-11-30","jacksonville_state_gamecocks","31","21","44","12","16","13","18","0","11","7","0","30","16","0","8","91","58","39","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2271","game_2022_1136","2021-12-01","north_alabama_lions","35","26","29","10","25","19","23","9","11","17","1","40","15","0","24","101","32","69","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2272","game_2022_1136","2021-12-01","oakwood_ambassadors","42","7","8","1","29","15","2","1","11","23","1","17","9","0","24","32","101","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2321","game_2022_1161","2021-12-01","park_university_gilbert_buccaneers","30","13","11","4","21","10","12","0","7","31","0","20","5","0","9","48","98","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2322","game_2022_1161","2021-12-01","grand_canyon_lopes","53","33","23","8","15","8","24","0","26","9","0","23","16","0","18","98","48","50","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2341","game_2022_1171","2021-12-01","xavier_la_gold_rush","38","8","9","2","9","5","3","2","8","30","0","20","10","0","21","27","76","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2342","game_2022_1171","2021-12-01","louisiana_ragin_cajuns","44","26","10","3","21","15","12","2","16","17","1","29","6","0","15","76","27","50","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2349","game_2022_1175","2021-12-01","santa_clara_broncos","44","29","16","7","15","12","24","5","10","11","0","29","9","0","11","91","52","43","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2350","game_2022_1175","2021-12-01","uc_merced_bobcats","31","12","34","9","5","1","18","0","8","20","2","17","15","0","13","52","91","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2363","game_2022_1182","2021-12-01","huston_tillotson_rams","42","10","16","2","21","14","6","0","10","29","2","25","17","0","16","40","83","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2364","game_2022_1182","2021-12-01","prairie_view_am_lady_panthers","49","25","16","6","21","15","23","5","16","19","2","32","12","0","17","83","40","43","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"2367","game_2022_1184","2021-12-01","unc_asheville_bulldogs","50","29","23","8","24","18","23","4","14","17","1","39","20","0","17","100","36","64","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2368","game_2022_1184","2021-12-01","warren_wilson_owls","41","9","19","4","11","6","7","1","6","24","0","15","9","0","19","36","100","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2371","game_2022_1186","2021-12-01","illinois_state_redbirds","39","26","26","8","19","15","20","6","19","11","0","22","15","0","13","91","42","49","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2372","game_2022_1186","2021-12-01","missouri_baptist_spartans","24","9","21","6","8","6","10","1","6","30","2","16","9","0","17","42","91","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2437","game_2022_1219","2021-12-02","haskell_jayhawks","41","16","20","1","10","3","12","1","10","19","1","26","5","0","17","38","95","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2438","game_2022_1219","2021-12-02","kansas_city_roos","50","24","30","11","19","14","26","4","13","14","1","43","21","0","10","95","38","61","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2457","game_2022_1229","2021-12-02","air_force_falcons","39","18","21","6","6","6","12","4","14","13","1","24","9","0","15","60","46","14","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"2458","game_2022_1229","2021-12-02","regis_co_rangers","40","16","17","2","10","8","9","1","5","19","2","27","15","0","6","46","60","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2511","game_2022_1256","2021-12-03","missouri_state_lady_bears","51","26","26","5","23","14","17","11","16","11","0","34","25","0","9","81","26","55","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"2512","game_2022_1256","2021-12-03","william_jewell_cardinals","30","5","21","4","8","4","3","3","7","23","2","22","6","0","17","26","81","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2569","game_2022_1285","2021-12-04","loyola_new_orleans_wolfpack","41","16","13","0","19","12","7","2","9","20","0","29","12","0","16","44","57","4","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2570","game_2022_1285","2021-12-04","lamar_cardinals","45","18","19","5","11","6","14","5","11","19","1","28","15","0","17","57","44","20","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"2597","game_2022_1299","2021-12-04","north_dakota_fighting_hawks","67","35","20","4","21","15","21","0","13","7","0","26","29","0","25","97","55","42","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2598","game_2022_1299","2021-12-04","minnesota_morris_cougars","29","13","19","4","26","17","6","2","4","22","0","24","8","0","18","55","97","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2615","game_2022_1308","2021-12-04","alcorn_state_lady_braves","31","11","22","8","19","14","10","2","11","21","0","21","9","2","32","60","74","12","TRUE",NA,NA,"1321","0","752","away","-1","123"
"2616","game_2022_1308","2021-12-04","ul_monroe_warhawks","36","18","12","4","42","26","11","7","8","23","1","26","14","2","20","74","60","16","FALSE",NA,"2","1321","0","0","home","1","0"
"2633","game_2022_1317","2021-12-04","schreiner_mountaineers","40","16","23","3","11","5","8","2","8","26","0","23","19","0","18","46","73","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2634","game_2022_1317","2021-12-04","incarnate_word_cardinals","45","24","12","4","21","13","17","3","19","16","0","28","10","0","13","73","46","30","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"2635","game_2022_1318","2021-12-04","tarleton_state_texans","48","32","30","11","8","6","32","3","18","10","0","35","21","0","11","103","22","82","FALSE",NA,"7",NA,NA,NA,"home","0",NA
"2636","game_2022_1318","2021-12-04","arlington_baptist_patriots","36","6","9","1","12","7","5","1","3","22","0","15","5","0","9","22","103","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2691","game_2022_1346","2021-12-05","st_edwards_hilltoppers","37","13","19","1","13","11","4","2","5","24","0","18","12","0","21","40","92","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2692","game_2022_1346","2021-12-05","texas_am_corpus_christi_islanders","49","30","6","3","29","23","21","3","20","13","0","31","8","0","17","92","40","52","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"2693","game_2022_1347","2021-12-05","omaha_mavericks","48","24","13","6","27","21","13","2","17","17","1","33","11","0","15","87","57","30","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2694","game_2022_1347","2021-12-05","college_of_st_mary_flames","26","9","29","9","18","12","11","4","10","25","2","22","8","0","17","57","87","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2695","game_2022_1348","2021-12-05","university_of_science_and_arts_drovers","39","8","20","3","4","1","5","4","13","24","0","28","8","0","17","26","73","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2696","game_2022_1348","2021-12-05","oral_roberts_golden_eagles","48","23","20","5","17","12","13","7","14","19","0","42","16","0","6","73","26","47","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2759","game_2022_1380","2021-12-05","southeast_missouri_state_redhawks","48","29","19","6","25","19","22","7","12","15","0","32","15","0","26","95","57","40","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2760","game_2022_1380","2021-12-05","harris_stowe_state_hornets","45","10","9","3","41","28","5","2","10","22","0","21","18","0","23","57","95","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2771","game_2022_1386","2021-12-05","texas_college_steers","26","4","29","7","13","8","4","0","8","12","2","11","5","2","14","37","105","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2772","game_2022_1386","2021-12-05","texas_state_bobcats","42","31","21","11","11","10","32","5","4","13","0","41","11","0","15","105","37","68","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2793","game_2022_1397","2021-12-06","samford_bulldogs","48","24","17","7","24","19","19","9","7","19","1","29","18","0","15","88","70","37","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2794","game_2022_1397","2021-12-06","talladega_tornadoes","48","22","15","3","20","17","13","3","8","16","0","18","11","0","21","70","88","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2807","game_2022_1404","2021-12-06","northern_iowa_panthers","36","23","40","16","19","16","30","4","22","5","0","31","10","0","11","110","34","76","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2808","game_2022_1404","2021-12-06","graceland_university_graceland","42","13","7","0","12","8","6","4","2","32","1","30","7","0","13","34","110","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2809","game_2022_1405","2021-12-06","bethune_cookman_wildcats","53","25","15","4","19","11","14","2","10","13","0","29","18","0","18","73","56","17","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"2810","game_2022_1405","2021-12-06","warner_university_royals","41","16","17","5","13","9","10","2","2","16","0","25","10","0","16","56","73","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2811","game_2022_1406","2021-12-06","florida_national_conquistadors","35","8","14","4","12","7","6","2","11","28","0","17","4","0","19","35","91","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2812","game_2022_1406","2021-12-06","stetson_hatters","37","23","23","10","19","15","21","3","18","20","2","36","11","0","14","91","35","56","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2823","game_2022_1412","2021-12-07","binghamton_bearcats","39","18","15","5","17","11","15","6","6","17","0","30","12","0","17","62","51","16","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2824","game_2022_1412","2021-12-07","pittsburgh_johnstown_mountain_cats","43","17","15","3","17","8","8","1","9","16","1","19","13","0","21","51","62","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2825","game_2022_1413","2021-12-07","multnomah_university_multnomah","41","17","18","6","13","9","14","2","3","14","0","20","7","0","14","61","102","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2826","game_2022_1413","2021-12-07","eastern_washington_eagles","40","16","32","18","20","16","23","2","11","11","1","31","18","0","11","102","61","52","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"2837","game_2022_1419","2021-12-07","denver_pioneers","31","19","33","11","20","18","17","8","12","11","1","30","7","0","10","89","62","32","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2838","game_2022_1419","2021-12-07","colorado_christian_cougars","39","12","33","10","9","8","13","2","4","20","0","26","19","0","16","62","89","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2849","game_2022_1425","2021-12-07","coastal_carolina_chanticleers","68","45","17","7","12","5","34","9","31","14","0","26","20","0","14","116","39","77","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2850","game_2022_1425","2021-12-07","wesleyan_college_ga_wolves","23","8","16","5","13","8","7","2","3","44","3","16","4","0","9","39","116","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2853","game_2022_1427","2021-12-07","florida_atlantic_owls","51","20","14","2","34","25","15","4","3","21","1","39","21","0","18","71","63","9","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"2854","game_2022_1427","2021-12-07","florida_memorial_lions","42","15","21","6","21","15","7","2","15","12","2","25","5","2","23","63","71","4","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2861","game_2022_1431","2021-12-07","drake_bulldogs","42","25","34","13","12","12","23","8","9","17","0","40","17","0","13","101","57","44","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2862","game_2022_1431","2021-12-07","simpson_college_ia_storm","45","15","27","6","11","9","15","5","10","15","0","21","10","0","14","57","101","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2863","game_2022_1432","2021-12-07","nevada_wolf_pack","53","28","20","4","11","8","18","2","13","9","0","20","22","0","19","76","41","35","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2864","game_2022_1432","2021-12-07","uc_merced_bobcats","22","8","13","5","14","10","6","1","3","28","4","19","3","0","14","41","76","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2865","game_2022_1433","2021-12-07","lsu_shreveport_pilots","31","11","16","3","13","10","4","1","10","29","1","17","8","2","13","41","69","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2866","game_2022_1433","2021-12-07","southern_jaguars","54","28","13","3","10","4","12","5","16","18","0","19","16","2","14","69","41","30","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2891","game_2022_1446","2021-12-08","carroll_mt_fighting_saints","41","15","19","7","18","15","11","5","7","16","2","25","15","0","17","66","69","11","TRUE","5",NA,NA,NA,NA,"away","0",NA
"2892","game_2022_1446","2021-12-08","idaho_state_bengals","59","25","16","4","11","7","14","4","13","12","0","23","24","0","15","69","66","5","FALSE","5","4",NA,NA,NA,"home","0",NA
"2899","game_2022_1450","2021-12-08","wofford_terriers","53","28","18","11","13","12","24","3","15","17","0","27","11","0","8","101","37","68","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2900","game_2022_1450","2021-12-08","brevard_tornados","36","13","21","2","6","5","6","2","8","31","2","15","11","0","15","37","101","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2915","game_2022_1458","2021-12-08","baker_university_baker","35","11","12","3","16","13","8","6","4","21","2","22","5","0","12","44","93","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2916","game_2022_1458","2021-12-08","kansas_city_roos","50","25","28","11","13","10","23","5","11","7","0","28","20","0","14","93","44","54","FALSE",NA,"6",NA,NA,NA,"home","0",NA
"2917","game_2022_1459","2021-12-08","missouri_science_technology_miners","27","16","17","6","6","3","10","4","2","18","1","21","0","0","13","53","86","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2918","game_2022_1459","2021-12-08","tulsa_golden_hurricane","49","26","26","8","14","10","25","2","11","4","1","24","19","0","7","86","53","33","FALSE",NA,"11",NA,NA,NA,"home","0",NA
"2921","game_2022_1461","2021-12-08","alcorn_state_lady_braves","34","10","20","6","2","2","11","0","1","18","3","20","6","0","17","40","94","0","TRUE",NA,NA,"5838","0","495","away","-1","581"
"2922","game_2022_1461","2021-12-08","baylor_bears","39","22","24","11","21","17","26","5","11","7","0","31","11","0","6","94","40","55","FALSE",NA,"4","5838","0","0","home","1","0"
"2937","game_2022_1469","2021-12-08","bowie_state_bulldogs","32","9","9","2","18","5","4","3","5","30","2","25","12","0","24","29","70","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2938","game_2022_1469","2021-12-08","old_dominion_monarchs","41","19","23","7","21","11","14","4","15","14","1","23","18","2","15","70","29","41","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2945","game_2022_1473","2021-12-08","champion_christian_tigers","40","13","20","4","19","13","8","3","5","23","0","30","13","0","19","51","65","4","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2946","game_2022_1473","2021-12-08","ul_monroe_warhawks","51","16","15","7","19","12","17","5","13","20","1","33","16","0","20","65","51","20","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2949","game_2022_1475","2021-12-08","warner_university_royals","39","10","17","5","12","9","8","2","5","25","0","17","8","0","5","44","91","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2950","game_2022_1475","2021-12-08","jacksonville_dolphins","53","32","21","7","8","6","20","4","22","13","0","31","13","0","13","91","44","49","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"2953","game_2022_1477","2021-12-08","air_force_falcons","40","20","17","8","10","6","16","4","18","21","1","27","6","0","11","70","49","24","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2954","game_2022_1477","2021-12-08","colorado_colorado_springs_mountain_lions","49","17","9","3","10","6","10","2","14","26","2","25","13","0","14","49","70","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2955","game_2022_1478","2021-12-08","kentucky_state_thorobreds","32","14","15","4","22","11","12","1","7","22","1","30","4","0","23","51","72","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2956","game_2022_1478","2021-12-08","northern_kentucky_norse","34","16","32","7","31","19","13","4","10","17","0","29","20","0","15","72","51","26","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2957","game_2022_1479","2021-12-08","lipscomb_bisons","43","24","22","7","11","8","16","8","9","16","0","37","11","0","13","77","45","41","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"2958","game_2022_1479","2021-12-08","lagrange_panthers","35","9","22","4","21","15","5","4","6","15","1","23","8","0","12","45","77","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"2975","game_2022_1488","2021-12-09","montana_state_bobcats","55","21","30","4","32","28","11","2","7","12","0","34","26","0","18","82","81","8","FALSE","10","5",NA,NA,NA,"home","0",NA
"2976","game_2022_1488","2021-12-09","montana_state_billings_yellowjackets","41","14","32","12","22","17","17","1","9","16","1","34","15","0","24","81","82","7","TRUE","10",NA,NA,NA,NA,"away","0",NA
"3005","game_2022_1503","2021-12-09","high_point_panthers","43","24","26","5","19","13","16","3","12","15","0","25","19","0","13","76","56","22","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"3006","game_2022_1503","2021-12-09","king_tn_tornado","37","17","14","2","16","16","4","3","10","23","4","27","7","0","16","56","76","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3011","game_2022_1506","2021-12-09","life_pacific","41","15","19","3","8","3","5","1","4","16","0","20","8","0","10","42","93","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3012","game_2022_1506","2021-12-09","southern_utah_thunderbirds","56","28","29","9","13","10","17","4","13","11","0","35","31","0","11","93","42","54","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3013","game_2022_1507","2021-12-09","palm_beach_atlantic_sailfish","44","21","6","2","9","4","8","2","5","30","2","26","11","0","14","52","80","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3014","game_2022_1507","2021-12-09","florida_gulf_coast_eagles","25","18","43","11","16","11","19","0","16","13","1","16","15","0","14","80","52","28","FALSE",NA,"8",NA,NA,NA,"home","0",NA
"3027","game_2022_1514","2021-12-10","central_christian_college_central_christian_college","19","8","27","11","5","3","11","0","4","24","5","13","2","0","15","52","120","3","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3028","game_2022_1514","2021-12-10","oral_roberts_golden_eagles","41","33","29","12","21","18","28","5","12","7","0","25","14","0","8","120","52","68","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"3047","game_2022_1524","2021-12-10","webber_international_warriors","37","10","17","3","22","13","5","4","9","25","0","21","8","0","16","42","78","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3048","game_2022_1524","2021-12-10","jacksonville_dolphins","57","31","19","3","11","7","21","3","15","15","0","32","16","0","18","78","42","39","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"3055","game_2022_1528","2021-12-11","tennessee_southern_firehawks","45","16","23","4","10","9","11","2","6","19","2","25","18","0","16","53","67","11","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3056","game_2022_1528","2021-12-11","north_alabama_lions","21","8","34","13","12","12","14","8","9","22","0","30","9","2","12","67","53","15","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"3085","game_2022_1543","2021-12-11","houston_christian_huskies","39","13","30","7","19","17","14","4","9","19","2","33","23","0","16","64","54","20","FALSE",NA,"5",NA,NA,NA,"home","0",NA
"3086","game_2022_1543","2021-12-11","southwestern_assemblies_of_god_lions","41","15","21","5","14","9","12","4","9","16","2","25","12","0","16","54","64","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3087","game_2022_1544","2021-12-11","se_louisiana_lady_lions","43","22","16","3","23","15","11","5","9","10","0","35","14","0","12","68","28","43","FALSE",NA,"10",NA,NA,NA,"home","0",NA
"3088","game_2022_1544","2021-12-11","william_carey_crusaders","24","3","19","3","17","13","4","0","6","18","0","27","4","0","17","28","68","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3089","game_2022_1545","2021-12-11","greenville_panthers","52","18","18","6","4","2","17","2","5","24","0","31","16","0","13","56","105","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3090","game_2022_1545","2021-12-11","western_illinois_leathernecks","35","23","42","17","16","8","30","9","17","8","0","31","11","0","5","105","56","51","FALSE",NA,"4",NA,NA,NA,"home","0",NA
"3093","game_2022_1547","2021-12-11","simpson_university_ca_red_hawks","41","15","24","9","5","4","14","1","5","17","0","24","12","0","7","61","101","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"3094","game_2022_1547","2021-12-11","utah_tech_trailblazers","28","20","37","19","5","4","19","2","8","10","0","29","3","0","12","101","61","36","FALSE",NA,"8",NA,NA,NA,"home","0",NA
